timestamp,ax,ay,az,gx,gy,gz,grx,gry,grz
1773140867.897887,0.199826,0.692130,0.954343,-0.733900,2.024555,-1.446895,0.957981,0.256036,-0.129300
1773140867.917842,0.334663,0.605551,0.929378,-1.065586,2.488483,-1.777372,0.953911,0.288889,-0.081218
1773140867.938071,0.418246,0.583698,0.713606,-1.189535,3.347947,-1.876169,0.945188,0.325940,-0.019575
1773140867.958326,0.456734,0.537712,0.558974,-0.984997,4.057400,-2.003125,0.930488,0.361641,0.058382
1773140867.978383,0.540190,0.533478,0.428156,-0.798216,4.749932,-2.099201,0.905687,0.397812,0.146551
1773140867.998391,0.598515,0.609619,0.326163,-0.878290,5.364577,-2.271456,0.867244,0.434082,0.243845
1773140868.018487,0.726303,0.592988,0.299212,-0.744098,5.971288,-2.241677,0.812973,0.467620,0.346997
1773140868.038680,0.915366,0.544779,0.198114,-0.982407,6.527645,-2.414996,0.740075,0.497091,0.452979
1773140868.058815,1.276506,0.555767,-0.013307,-1.771213,6.699379,-2.621200,0.646452,0.518253,0.559922
1773140868.079038,1.603374,0.544078,-0.250624,-2.148556,6.824814,-2.878892,0.534825,0.526891,0.660567
1773140868.099003,1.888477,0.966179,-0.418414,-2.654763,6.208920,-3.009350,0.410549,0.519371,0.749468
1773140868.118961,2.120890,0.594964,-0.925647,-2.133952,4.922431,-2.428108,0.294439,0.501578,0.813465
1773140868.139300,1.625017,0.291697,-1.296912,-1.503608,4.471660,-2.264413,0.193724,0.482519,0.854193
1773140868.162994,1.473749,0.269904,-1.613887,-0.967760,3.594147,-2.150137,0.100637,0.468789,0.877559
1773140868.180590,1.731032,-0.262987,-1.522595,-1.319543,2.205822,-2.032415,0.029359,0.451815,0.891628
1773140868.202666,1.655150,-0.087663,-1.611089,-1.409927,0.996216,-1.971200,-0.016478,0.425508,0.904805
1773140868.220924,1.440207,0.065985,-1.685058,-0.929678,0.106856,-1.708648,-0.041723,0.403147,0.914184
1773140868.239389,1.308018,-0.167059,-1.526439,-1.012334,-0.868377,-1.482255,-0.047093,0.385138,0.921657
